Institute,Branch Name,Quota,Category,Seat Pool,Opening Rank,Closing Rank,Round No,State
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,4096,8860,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,4096,9859,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4096,25440,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,4096,119141,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,4096,7928,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,5487,17401,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5487,20367,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5487,41432,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5487,86715,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5487,23451,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,5487,25778,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,5487,34735,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,5487,62816,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,5487,86715,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,5487,23451,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,4917,22305,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4917,25290,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4917,35228,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4917,121138,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4917,29908,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,4917,21633,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,4917,43862,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4917,40541,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,4917,121138,3,Maharashtra
Pimpri Chinchwad Education Trust  Pimpri Chinchwad College of Engineering,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,4917,29908,3,Maharashtra
,,,,,,,,
Government College of Engineering  Aurangabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,3591,6680,3,Maharashtra
Government College of Engineering  Aurangabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3591,7339,3,Maharashtra
Government College of Engineering  Aurangabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3591,11522,3,Maharashtra
Government College of Engineering  Aurangabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3591,30561,3,Maharashtra
Government College of Engineering  Aurangabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3591,6106,3,Maharashtra
Government College of Engineering  Aurangabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,3591,8390,3,Maharashtra
Government College of Engineering  Aurangabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,3591,8749,3,Maharashtra
Government College of Engineering  Aurangabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,3591,23807,3,Maharashtra
Government College of Engineering  Aurangabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,3591,43479,3,Maharashtra
Government College of Engineering  Aurangabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,3591,6421,3,Maharashtra
Government College of Engineering  Aurangabad,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,6957,10860,3,Maharashtra
Government College of Engineering  Aurangabad,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6957,11762,3,Maharashtra
Government College of Engineering  Aurangabad,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6957,21611,3,Maharashtra
Government College of Engineering  Aurangabad,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6957,53030,3,Maharashtra
Government College of Engineering  Aurangabad,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6957,10007,3,Maharashtra
Government College of Engineering  Aurangabad,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,FEMALE,6957,11198,3,Maharashtra
Government College of Engineering  Aurangabad,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,FEMALE,6957,12914,3,Maharashtra
Government College of Engineering  Aurangabad,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,FEMALE,6957,25607,3,Maharashtra
Government College of Engineering  Aurangabad,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,FEMALE,6957,64775,3,Maharashtra
Government College of Engineering  Aurangabad,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,FEMALE,6957,10007,3,Maharashtra
Government College of Engineering  Aurangabad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,10853,15600,3,Maharashtra
Government College of Engineering  Aurangabad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10853,17409,3,Maharashtra
Government College of Engineering  Aurangabad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,10853,30462,3,Maharashtra
Government College of Engineering  Aurangabad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,10853,85975,3,Maharashtra
Government College of Engineering  Aurangabad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10853,15550,3,Maharashtra
Government College of Engineering  Aurangabad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,10853,15600,3,Maharashtra
Government College of Engineering  Aurangabad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,10853,17950,3,Maharashtra
Government College of Engineering  Aurangabad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Female-Only,10853,31036,3,Maharashtra
Government College of Engineering  Aurangabad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Female-Only,10853,91149,3,Maharashtra
Government College of Engineering  Aurangabad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,10853,15550,3,Maharashtra
Government College of Engineering  Aurangabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,14451,25686,3,Maharashtra
Government College of Engineering  Aurangabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14451,33431,3,Maharashtra
Government College of Engineering  Aurangabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,14451,37894,3,Maharashtra
Government College of Engineering  Aurangabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,14451,71374,3,Maharashtra
Government College of Engineering  Aurangabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,14451,23921,3,Maharashtra
Government College of Engineering  Aurangabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,14451,26917,3,Maharashtra
Government College of Engineering  Aurangabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,14451,34003,3,Maharashtra
Government College of Engineering  Aurangabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,14451,48824,3,Maharashtra
Government College of Engineering  Aurangabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,14451,72138,3,Maharashtra
Government College of Engineering  Aurangabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,14451,23921,3,Maharashtra
Government College of Engineering  Aurangabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,16036,30810,3,Maharashtra
Government College of Engineering  Aurangabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,16036,45314,3,Maharashtra
Government College of Engineering  Aurangabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,16036,47474,3,Maharashtra
Government College of Engineering  Aurangabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,16036,66972,3,Maharashtra
Government College of Engineering  Aurangabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,16036,29969,3,Maharashtra
Government College of Engineering  Aurangabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,16036,38580,3,Maharashtra
Government College of Engineering  Aurangabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,16036,59398,3,Maharashtra
Government College of Engineering  Aurangabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,16036,59631,3,Maharashtra
Government College of Engineering  Aurangabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,16036,133711,3,Maharashtra
Government College of Engineering  Aurangabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,16036,29969,3,Maharashtra
Government College of Engineering  Aurangabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,14371,36186,3,Maharashtra
Government College of Engineering  Aurangabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,14371,42760,3,Maharashtra
Government College of Engineering  Aurangabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,14371,48260,3,Maharashtra
Government College of Engineering  Aurangabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,14371,98230,3,Maharashtra
Government College of Engineering  Aurangabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,14371,31619,3,Maharashtra
Government College of Engineering  Aurangabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,14371,40833,3,Maharashtra
Government College of Engineering  Aurangabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,14371,63759,3,Maharashtra
Government College of Engineering  Aurangabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,14371,50069,3,Maharashtra
Government College of Engineering  Aurangabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,14371,98286,3,Maharashtra
Government College of Engineering  Aurangabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,14371,31619,3,Maharashtra
Government College of Engineering  Karad,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,2889,7925,3,Maharashtra
Government College of Engineering  Karad,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2889,9643,3,Maharashtra
Government College of Engineering  Karad,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2889,22189,3,Maharashtra
Government College of Engineering  Karad,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2889,39473,3,Maharashtra
Government College of Engineering  Karad,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2889,5472,3,Maharashtra
Government College of Engineering  Karad,"Information Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,2889,8838,3,Maharashtra
Government College of Engineering  Karad,"Information Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,2889,10750,3,Maharashtra
Government College of Engineering  Karad,"Information Technology (4 Years, Bachelor of Technology)",HS,SC,Female-Only,2889,24035,3,Maharashtra
Government College of Engineering  Karad,"Information Technology (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2889,80078,3,Maharashtra
Government College of Engineering  Karad,"Information Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,2889,6547,3,Maharashtra
Government College of Engineering  Karad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,9006,12707,3,Maharashtra
Government College of Engineering  Karad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,9006,17498,3,Maharashtra
Government College of Engineering  Karad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9006,29626,3,Maharashtra
Government College of Engineering  Karad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,9006,108009,3,Maharashtra
Government College of Engineering  Karad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,9006,9807,3,Maharashtra
Government College of Engineering  Karad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,9006,13408,3,Maharashtra
Government College of Engineering  Karad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,9006,17661,3,Maharashtra
Government College of Engineering  Karad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Female-Only,9006,34610,3,Maharashtra
Government College of Engineering  Karad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Female-Only,9006,108529,3,Maharashtra
Government College of Engineering  Karad,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,9006,9807,3,Maharashtra
Government College of Engineering  Karad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,8100,21630,3,Maharashtra
Government College of Engineering  Karad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8100,28068,3,Maharashtra
Government College of Engineering  Karad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8100,38331,3,Maharashtra
Government College of Engineering  Karad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8100,65201,3,Maharashtra
Government College of Engineering  Karad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,8100,15933,3,Maharashtra
Government College of Engineering  Karad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,8100,22929,3,Maharashtra
Government College of Engineering  Karad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,8100,28512,3,Maharashtra
Government College of Engineering  Karad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,8100,49211,3,Maharashtra
Government College of Engineering  Karad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,8100,65201,3,Maharashtra
Government College of Engineering  Karad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,8100,15933,3,Maharashtra
Government College of Engineering  Karad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,13354,25414,3,Maharashtra
Government College of Engineering  Karad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13354,31537,3,Maharashtra
Government College of Engineering  Karad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,13354,48858,3,Maharashtra
Government College of Engineering  Karad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,13354,106711,3,Maharashtra
Government College of Engineering  Karad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,13354,19315,3,Maharashtra
Government College of Engineering  Karad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,13354,30542,3,Maharashtra
Government College of Engineering  Karad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,13354,37053,3,Maharashtra
Government College of Engineering  Karad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,13354,48858,3,Maharashtra
Government College of Engineering  Karad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,13354,106952,3,Maharashtra
Government College of Engineering  Karad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,13354,19315,3,Maharashtra
Government College of Engineering  Karad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,16134,31162,3,Maharashtra
Government College of Engineering  Karad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,16134,47606,3,Maharashtra
Government College of Engineering  Karad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,16134,52603,3,Maharashtra
Government College of Engineering  Karad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,16134,93537,3,Maharashtra
Government College of Engineering  Karad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,16134,30454,3,Maharashtra
Government College of Engineering  Karad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,16134,33832,3,Maharashtra
Government College of Engineering  Karad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,16134,51752,3,Maharashtra
Government College of Engineering  Karad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,16134,60215,3,Maharashtra
Government College of Engineering  Karad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,16134,93537,3,Maharashtra
Government College of Engineering  Karad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,16134,30454,3,Maharashtra
,,,,,,,,
Government College of Engineering  Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,2199,9261,3,Maharashtra
Government College of Engineering  Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2199,6148,3,Maharashtra
Government College of Engineering  Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2199,17526,3,Maharashtra
Government College of Engineering  Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2199,49172,3,Maharashtra
Government College of Engineering  Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2199,11389,3,Maharashtra
Government College of Engineering  Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,2199,9303,3,Maharashtra
Government College of Engineering  Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,2199,10912,3,Maharashtra
Government College of Engineering  Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,2199,18745,3,Maharashtra
Government College of Engineering  Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2199,54470,3,Maharashtra
Government College of Engineering  Nagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,2199,12470,3,Maharashtra
Government College of Engineering  Nagpur,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,12280,18201,3,Maharashtra
Government College of Engineering  Nagpur,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,12280,18768,3,Maharashtra
Government College of Engineering  Nagpur,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,12280,19991,3,Maharashtra
Government College of Engineering  Nagpur,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,12280,64983,3,Maharashtra
Government College of Engineering  Nagpur,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,12280,26421,3,Maharashtra
Government College of Engineering  Nagpur,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,12280,21790,3,Maharashtra
Government College of Engineering  Nagpur,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,12280,23879,3,Maharashtra
Government College of Engineering  Nagpur,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,SC,Female-Only,12280,52978,3,Maharashtra
Government College of Engineering  Nagpur,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,ST,Female-Only,12280,64983,3,Maharashtra
Government College of Engineering  Nagpur,"Electronics and Telecommunication Engg (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,12280,26421,3,Maharashtra
Government College of Engineering  Nagpur," Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,13687,25927,3,Maharashtra
Government College of Engineering  Nagpur," Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13687,36123,3,Maharashtra
Government College of Engineering  Nagpur," Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,13687,42157,3,Maharashtra
Government College of Engineering  Nagpur," Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,13687,113224,3,Maharashtra
Government College of Engineering  Nagpur," Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,13687,50633,3,Maharashtra
Government College of Engineering  Nagpur," Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,13687,27028,3,Maharashtra
Government College of Engineering  Nagpur," Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,13687,36670,3,Maharashtra
Government College of Engineering  Nagpur," Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,13687,47335,3,Maharashtra
Government College of Engineering  Nagpur," Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,13687,113224,3,Maharashtra
Government College of Engineering  Nagpur," Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,13687,50633,3,Maharashtra
Government College of Engineering  Nagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,19567,28066,3,Maharashtra
Government College of Engineering  Nagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,19567,38302,3,Maharashtra
Government College of Engineering  Nagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,19567,86152,3,Maharashtra
Government College of Engineering  Nagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,19567,92885,3,Maharashtra
Government College of Engineering  Nagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,19567,62730,3,Maharashtra
Government College of Engineering  Nagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,19567,34197,3,Maharashtra
Government College of Engineering  Nagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,19567,73091,3,Maharashtra
Government College of Engineering  Nagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,19567,86152,3,Maharashtra
Government College of Engineering  Nagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,19567,92885,3,Maharashtra
Government College of Engineering  Nagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,19567,62730,3,Maharashtra
Government College of Engineering  Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,27012,46390,3,Maharashtra
Government College of Engineering  Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,27012,63517,3,Maharashtra
Government College of Engineering  Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,27012,64601,3,Maharashtra
Government College of Engineering  Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,27012,85886,3,Maharashtra
Government College of Engineering  Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,27012,78648,3,Maharashtra
Government College of Engineering  Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,27012,54706,3,Maharashtra
Government College of Engineering  Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,27012,63517,3,Maharashtra
Government College of Engineering  Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,27012,76122,3,Maharashtra
Government College of Engineering  Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,27012,87230,3,Maharashtra
Government College of Engineering  Nagpur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,27012,78648,3,Maharashtra
,,,,,,,,
Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi  Pune,"Computer Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,4255,6566,3,Maharashtra
